title,authors,year,venue,citations,url,abstract
A genetic algorithm for total graph coloring,"Arindam Dey, Aayush Agarwal, P. Dixit, H. Long, Frank Werner, T. Pal, Le Hoang Son",2019.0,Journal of Intelligent & Fuzzy Systems,8,https://www.semanticscholar.org/paper/e6eaf4097fa81ae7738e5ee747297b0b74c57a31,"A genetic algorithm (GA) belongs to the class of evolutionary algorithms and it is one of the most studied heuristic algorithms to solve graph coloring problems. In this paper, we propose a new GA algorithm for the total graph coloring problem. To the best of our knowledge, no algorithm based on a GA exists in the literature for total graph coloring. In the proposed approach, a novel encoding scheme is introduced, where all the edges and vertices of the graph are represented in a chromosome without any repetition. For the initialization of the population, a greedy algorithm is used to determine the total number of colors required for a total coloring of the graph. The number of colors is used as the fitness value of a chromosome which depends on the sequence of vertices and edges representing the chromosome. We introduce a convergence criteria for GA based on the total coloring conjecture. A two-point crossover and mutation operations, suitable for total coloring, are suggested. The proposed algorithm is applied on some well-known and standard graphs. In our computational tests, graphs are used with a maximum number of 690 vertices and 6650 edges of the graph, respectively. The proposed algorithm determines an optimal solution for 21 graphs among the 27 graphs. The solution of remaining the 6 graphs is near optimal and differs by at most one unit from the optimal value. The results show the effectiveness of the proposed approach."
Constraint and Satisfiability Reasoning for Graph Coloring,"E. Hébrard, G. Katsirelos",2020.0,Journal of Artificial Intelligence Research,8,https://www.semanticscholar.org/paper/b409c375994dafa162e93d58f3bb1c1bfdf46569,"Graph coloring is an important problem in combinatorial optimization and a major component of numerous allocation and scheduling problems. In this paper we introduce a hybrid CP/SAT approach to graph coloring based on the addition-contraction recurrence of Zykov. Decisions correspond to either adding an edge between two non-adjacent vertices or contracting these two vertices, hence enforcing inequality or equality, respectively. This scheme yields a symmetry-free tree and makes learnt clauses stronger by not committing to a particular color. We introduce a new lower bound for this problem based on Mycielskian graphs; a method to produce a clausal explanation of this bound for use in a CDCL algorithm; a branching heuristic emulating Br´elaz’ heuristic on the Zykov tree; and dedicated pruning techniques relying on marginal costs with respect to the bound and on reasoning about transitivity when unit propagating learnt clauses. The combination of these techniques in both a branch-and-bound and in a bottom-up search outperforms other SAT-based approaches and Dsatur on standard benchmarks both for finding upper bounds and for proving lower bounds."
Tabu search for the BWC problem,"D. Berend, E. Korach, Shira Zucker",2012.0,Journal of Global Optimization,8,https://www.semanticscholar.org/paper/972f61b2433e59d36010c8085c17d469fde2405f,
"CCTP, Graph Coloring Algorithms - Soft Computing Solutions","A. J. Pal, S. S. Sarma, Biman Ray",2007.0,International Conference on Computing and Information,8,https://www.semanticscholar.org/paper/af424e6dbe9793a124047a035a38a77e8cb50f5c,
Neural network-based heuristic algorithms for hypergraph coloring problems with applications,"D. Kaznachey, A. Jagota, Sajal K. Das",2003.0,J. Parallel Distributed Comput.,8,https://www.semanticscholar.org/paper/498835b50ff7f7d4e52ba94e851e8ce6ea5dff05,
A NOVEL GREEDY GENETIC ALGORITHM TO SOLVE COMBINATORIAL OPTIMIZATION PROBLEM,"M. A. Basmassi, L. Benameur, J. Chentoufi",2020.0,,8,https://www.semanticscholar.org/paper/e36511c3fac1a3c171a5548eebcb478988024cbf,"Abstract. In this paper, a modified genetic algorithm based on greedy sequential algorithm is presented to solve combinatorial optimization problem. The algorithm proposed here is a hybrid of heuristic and computational intelligence algorithm where greedy sequential algorithm is used as operator inside genetic algorithm like crossover and mutation. The greedy sequential function is used to correct non realizable solution after crossover and mutation which contribute to increase the rate of convergence and upgrade the population by improving the quality of chromosomes toward the chromatic number. Experiments on a set of 6 well-known DIMACS benchmark instances of graph coloring problem to test this approach show that the proposed algorithm achieves competitive results in comparison with three states of art algorithms in terms of either success rate and solution quality."
A Generalization of the Graph Coloring Problem,I. Zabala,1999.0,,8,https://www.semanticscholar.org/paper/78d4e2c3a32f4250509e7864ceb7d81e3e3c3063,
Solving large problem instances of the RWA problem using Genetic Algorithms,"Ravi Sankar Barpanda, B. Sahoo, A. K. Turuk, B. Majhi",2010.0,International Conference on Industrial and Information Systems,8,https://www.semanticscholar.org/paper/de2c3668169358c9e330e6bb8e3a764061a82317,
Ant Colony Optimization for Tree Decompositions,"Thomas Hammerl, Nysret Musliu",2010.0,EvoCOP,8,https://www.semanticscholar.org/paper/5976256c86db932e9f161e2f2995db9c7417a0e7,
An adaptive rescheduling scheme based heuristic algorithm for cloud services applications,"Yee-Ming Chen, Wen-Chien Wang",2011.0,International Conference on Machine Learning and Computing,7,https://www.semanticscholar.org/paper/26674d15d1e3bacde50bb5988d6632db444aec88,
"Clique , independent set , and graph coloring","Jeffrey Pattillo, S. Butenko",2010.0,,7,https://www.semanticscholar.org/paper/198584d99e498248623148909e907ccec1ae2f7e,
Spatial frequency reuse in a novel generation of PMR networks,"Alexis Lamiable, J. Tomasik",2013.0,IEEE Wireless Communications and Networking Conference,7,https://www.semanticscholar.org/paper/ab8cb27130baffa6bb2aaff7424989bb8f36ec0f,
Classification analysis of heuristic algorithms for graph coloring,A. Shneider,1984.0,CYBERNETICS,7,https://www.semanticscholar.org/paper/befd49704e8d4bcf89b32c54eccfb78dc86f8ce3,
A Generalized Graph Strict Strong Coloring Algorithm,"M. Bouzenada, Meriem Bensouyad, Nousseiba Guidoum, A. Reghioua, Djamel-Eddine Saïdouni",2012.0,International Journal of Applied Metaheuristic Computing,7,https://www.semanticscholar.org/paper/810017c2d5122ab0f5b44554ca4bc6a09b0567d5,
Exploring the role of graph spectra in graph coloring algorithm performance,"K. Smith‐Miles, Davaatseren Baatar",2014.0,Discrete Applied Mathematics,7,https://www.semanticscholar.org/paper/5e8104700907dfe42977a98c90da4bc8f9b009dd,
Timetable scheduling using graph coloring,Cauvery,2011.0,,7,https://www.semanticscholar.org/paper/ab34ee867408ff5388b034a93410920b2dcadcad,
A Binary Cuckoo Search Algorithm for Graph Coloring Problem,"Halima Djelloul, Abdesslem Layeb, S. Chikhi",2014.0,International Journal of Applied Evolutionary Computation,7,https://www.semanticscholar.org/paper/98445c586a076689098e638e85db323e63e78502,
On the Ability of Graph Coloring Heuristics to Find Substructures in Social Networks,David Chalupa,2011.0,,7,https://www.semanticscholar.org/paper/9e19b6de5cbcf45e82a2c23ba497f387404abf93,
An evolutionary approach for graph coloring,"F. Ali, Z. Nakao, R. B. Tan, Yenwei Chen",1999.0,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)",7,https://www.semanticscholar.org/paper/ac3835126651682488b772d7f6260b255c5ed6e1,
Adaptive Memory Algorithms for Graph Coloring,"P. Galinier, A. Hertz, N. Zufferey",2002.0,,7,https://www.semanticscholar.org/paper/bf254772cf72bbcb68a4f89718e2f86b4fada078,
Isomorphism Testing via Polynomial-Time Graph Extensions,D. Porumbel,2011.0,J. Math. Model. Algorithms,7,https://www.semanticscholar.org/paper/e278c0d14d264f819b7abf7421e3e0d75cd2c53e,
An improved ACO algorithm for the bin packing problem with conflicts based on graph coloring model,"Y. Ye, Li Yi-jun, Wang Yan-qing",2014.0,2014 International Conference on Management Science & Engineering 21th Annual Conference Proceedings,6,https://www.semanticscholar.org/paper/05e4304401c180561df2e9c4d64807fe66d80e8f,
The IX Metaheuristics International Conference S 1-47 – 1 Efficiency issues in the RLF heuristic for graph coloring,"Marco Chiarandini, G. Galbiati, Stefano Gualandi",2016.0,,6,https://www.semanticscholar.org/paper/e8e656756c0270c945275a81f8891b37abe9f9c3,
A Modified Binary Crow Search Algorithm for Solving the Graph Coloring Problem,"Yassine Meraihi, Mohammed Mahseur, D. Acheli",2020.0,International Journal of Applied Evolutionary Computation,6,https://www.semanticscholar.org/paper/7f52cd865df6e014528098e43e25fed47cf8e8e6,"The graph coloring problem (GCP) is a well-known classical combinatorial optimization problem in graph theory. It is known to be an NP-Hard problem, so many heuristic algorithms have been employed to solve this problem. This article proposes a modified binary crow search algorithm (MBCSA) to solve the graph coloring problem. First, the binary crow search algorithm is obtained from the original crow search algorithm using the V-shaped transfer function and the discretization method. Second, we use chaotic maps to choose the right values of the flight length (FL) and the awareness probability (AP). Third, we adopt the Gaussian distribution method to replace the random variables used for updating the position of the crows. The aim of these contributions is to avoid the premature convergence to local optima and ensure the diversity of the solutions. To evaluate the performance of our algorithm, we use the well-known DIMACS benchmark graph coloring instances. The simulation results reveal the efficiency of our proposed algorithm in comparison with other existing algorithms in the literature."
Max-Min Ant System for the sum coloring problem,"D. Mohamed, S. Elbernoussi",2011.0,"International Conference on Communications, Computing and Control Applications",6,https://www.semanticscholar.org/paper/97c8aeef55663a52eb1f18b475552231eb650774,
Deep Learning-based Hybrid Graph-Coloring Algorithm for Register Allocation,"Dibyendu Das, Shahid Asghar Ahmad, K. Venkataramanan",2019.0,arXiv.org,6,https://www.semanticscholar.org/paper/99030fcaf6cf66fd3dd647d34c72a1c746bb7bd9,"Register allocation, which is a crucial phase of a good optimizing compiler, relies on graph coloring. Hence, an efficient graph coloring algorithm is of paramount importance. In this work we try to learn a good heuristic for coloring interference graphs that are used in the register allocation phase. We aim to handle moderate sized interference graphs which have 100 nodes or less. For such graphs we can get the optimal allocation of colors to the nodes. Such optimal coloring is then used to train our Deep Learning network which is based on several layers of LSTM that output a color for each node of the graph. However, the current network may allocate the same color to the nodes connected by an edge resulting in an invalid coloring of the interference graph. Since it is difficult to encode constraints in an LSTM to avoid invalid coloring, we augment our deep learning network with a color correction phase that runs after the colors have been allocated by the network. Thus, our algorithm is hybrid in nature consisting of a mix of a deep learning algorithm followed by a more traditional correction phase. We have trained our network using several thousand random graphs of varying sparsity. On application of our hybrid algorithm to various popular graphs found in literature we see that our algorithm does very well when compared to the optimal coloring of these graphs. We have also run our algorithm against LLVMs popular greedy register allocator for several SPEC CPU 2017 benchmarks and notice that the hybrid algorithm performs on par or better than such a well-tuned allocator for most of these benchmarks."
Graph-Based Dynamic Zone Configurations for Resource Management in V2V Communications,"Prajwal Keshavamurthy, R. Manjunath, P. Spapis, D. Dahlhaus, E. Pateromichelakis, Chan Zhou",2018.0,IEEE Vehicular Technology Conference,6,https://www.semanticscholar.org/paper/ba70ce8a96945276073ad8420496d853c3b1929d,This paper presents an adaptive zone configuration scheme for vehicle-to-vehicle (V2V) communications in terms of resource block pool (RB-pool) and power allocation. A cloud-assisted graph-based dynamic zone configuration framework is proposed for efficient resource utilization which can be well applicable to distributed V2V scenarios. Heuristic solutions are presented by means of vertex clique covering (VCC) and vertex coloring for RB-pool allocation considering the resource demands of each zone to avoid the hidden node problem. The presented scheme is evaluated for LTE-V Mode-4 using system level simulations for an intersection movement assist (IMA) use case. Results show that the dynamic zone configuration approach significantly outperforms both existing zone-less and static zone configurations in terms of packet reception rate (PRR) for high vehicular densities.
"Heuristic Based Induction of Answer Set Programs, From Default theories to Combinatorial problems","Farhad Shakerin, G. Gupta",2018.0,ILP Up-and-Coming / Short Papers,6,https://www.semanticscholar.org/paper/8d9059d2ba2fff61efb1973aa76017fab98b4bf8,"Significant research has been conducted in recent years to extend Inductive Logic Programming (ILP) methods to induce Answer Set Programs (ASP). These methods perform an exhaustive search for the correct hypothesis by encoding an ILP problem instance as an ASP program. Exhaustive search, however, results in loss of scalability. In addition, the language bias employed in these methods is overly restrictive too. In this paper we extend our previous work on learning stratified answer set programs that have a single stable model to learning arbitrary (i.e., non-stratified) ones with multiple stable models. Our extended algorithm is a greedy FOIL-like algorithm, capable of inducing non-monotonic logic programs, examples of which includes programs for combinatorial problems such as graph-coloring and N-queens. To the best of our knowledge, this is the first heuristic-based ILP algorithm to induce answer set programs with multiple stable models."
"Graph coloring: a novel heuristic based on trailing path—properties, perspective and applications in structured networks","Abhirup Bandyopadhyay, Amit Kumar Dhar, Sankar Basu",2019.0,"Soft Computing - A Fusion of Foundations, Methodologies and Applications",6,https://www.semanticscholar.org/paper/c70a03c9e7b2d20d760711efda7fd332be0db077,"Graph coloring is a manifestation of graph partitioning, wherein a graph is partitioned based on the adjacency of its elements. The fact that there is no general efficient solution to this problem that may work unequivocally for all graphs opens up the realistic scope for combinatorial optimization algorithms to be invoked. The algorithmic complexity of graph coloring is non-deterministic in polynomial time and hard. To the best of our knowledge, there is no algorithm as yet that procures an exact solution of the chromatic number comprehensively for any and all graphs within the polynomial (P) time domain. Here, we present a novel heuristic, namely the ‘trailing path’, which returns an approximate solution of the chromatic number within P time, and with a better accuracy than most existing algorithms. The ‘trailing path’ algorithm is effectively a subtle combination of the search patterns of two existing heuristics (DSATUR and largest first) and operates along a trailing path of consecutively connected nodes (and thereby effectively maps to the problem of finding spanning tree(s) of the graph) during the entire course of coloring, where essentially lies both the novelty and the apt of the current approach. The study also suggests that the judicious implementation of randomness is one of the keys toward rendering an improved accuracy in such combinatorial optimization algorithms. Apart from the algorithmic attributes, essential properties of graph partitioning in random and different structured networks have also been surveyed, followed by a comparative study. The study reveals the remarkable stability and absorptive property of chromatic number across a wide array of graphs. Finally, a case study is presented to demonstrate the potential use of graph coloring in protein design—yet another hard problem in structural and evolutionary biology."
Integer linear programming formulations of the filter partitioning minimization problem,"Hazhar Rahmani, J. O’Kane",2020.0,Journal of combinatorial optimization,6,https://www.semanticscholar.org/paper/bab41bf37e572de2b50a2d5cc135e17d7d1d0fdd,
A pure graph coloring constructive heuristic in timetabling,"T. Budiono, Kok Wai Wong",2012.0,International Conference Communication and Information Systems,6,https://www.semanticscholar.org/paper/f42238c4ce14ac5e7f6025723c97883be24c8e81,
Multi-Cluster based Dynamic Channel Assignment for Dense Femtocell Networks,"Se-Jin Kim, Ilkwon Cho, Byung-Bog Lee, Sang-Hyun Bae, Choong-Ho Cho",2016.0,KSII Transactions on Internet and Information Systems,6,https://www.semanticscholar.org/paper/79252ec2f20108ea1c150da1c23aeed7e82149f0,
Solving Quadratic Unconstrained Binary Optimization with Collaborative Spiking Neural Networks,"Yan Fang, A. Lele",2022.0,International Conference on Rebooting Computing,6,https://www.semanticscholar.org/paper/10a9716001ffd6f5654d61c54f68513227ee9169,"Quadratic Unconstrained Binary Optimization (QUBO) problem becomes an attractive and valuable optimization problem formulation in that it can easily transform into a variety of other combinatorial optimization problems such as Graph/number Partition, Max-Cut, SAT, Vertex Coloring, TSP, etc. Some of these problems are NP-hard and widely applied in industry and scientific research. Meanwhile, QUBO has been discovered to be compatible with two emerging computing paradigms, neuromorphic computing, and quantum computing, with tremendous potential to speed up future optimization solvers. In this paper, we propose a novel neuromorphic computing paradigm that employs multiple collaborative spiking neural networks to solve QUBO problems. Each SNN conducts a local stochastic gradient descent search and shares the global best solutions periodically to perform a meta-heuristic search for optima. We simulate our model and compare it to a single SNN solver and a mult-SNN solver without collaboration. Through tests on benchmark problems, the proposed method is demonstrated to be more efficient and effective in searching for QUBO optima. Specifically, it exhibits x10 and x15-20 speedup respectively on the multi-SNN solver without collaboration and the single-SNN solver."
Cross-Layer Cloud Offloading Using Fog Radio Access Networks and Network Coding,"Yousef N. Shnaiwer, Sameh Sorour, T. Al-Naffouri, S. Al-Ghadhban",2018.0,2018 IEEE International Conference on Communications Workshops (ICC Workshops),6,https://www.semanticscholar.org/paper/62621cb13d6c6bc13ca06eca88d72ac705058542,
A New Neighborhood Based on Improvement Graph for Robust Graph Coloring Problem,"Songshan Guo, Ying Kong, A. Lim, Fan Wang",2004.0,Australian Conference on Artificial Intelligence,6,https://www.semanticscholar.org/paper/92e757aa14194e4fea443926082cd7461fbcb9f5,
Heuristics Versus Completeness for Graph Coloring,J. Rothe,2000.0,Chicago journal of theoretical computer science,6,https://www.semanticscholar.org/paper/c8b87dea904af8c99777ea4b08024f13a3b28977,
A multiswap algorithm for the university course timetabling problem,"M. A. Al-Betar, A. Khader, O. Muslih",2012.0,International Conference Communication and Information Systems,6,https://www.semanticscholar.org/paper/df1b0579a6611eef550c2a072b6c8a9c9a204796,
Improving the Performance of Graph Coloring Algorithms through Backtracking,"S. Bhowmick, P. Hovland",2008.0,International Conference on Conceptual Structures,6,https://www.semanticscholar.org/paper/19f22f5c4280f8cb158a8854d6c07725d48849fe,
"Intelligent Timetable Scheduler: A Comparison of Genetic, Graph Coloring, Heuristic and Iterated Local Search Algorithms","Tiny Wijerathna Ekanayake, Pavani Subasinghe, Shawn Ragel, A. Gamage, Suchini Attanayaka",2019.0,International Conference on Automation and Computing,5,https://www.semanticscholar.org/paper/c55edaf983de78d9350879f28539fb4f2dc1037d,"A Timetable scheduling is a monotonous task and a problem in an educational institute. This is because many rules and constraints are involved, which can be categorized as hard and soft constraints. Mainly, a university must produce two types of timetables, which are examination, and semester timetables. This paper has reviewed the Exam Timetabling problem with Genetic and Graph Coloring algorithms and the Semester Timetabling problem with Heuristic and Iterated Local Search algorithms. Our aim here is to develop a possible and correct solution for each timetabling problem using the above-mentioned four different approaches."
Integer and constraint programming approaches for providing optimality to the bandwidth multicoloring problem,"Bruno Dias, Rosiane de Freitas Rodrigues, N. Maculan, P. Michelon",2020.0,RAIRO Oper. Res.,5,https://www.semanticscholar.org/paper/3418ae54ec3ae8643fa6887599c83f4a13053b4c,"In this paper, constraint and integer programming techniques are applied to solving bandwidth coloring problems, in the sense of proving optimality or finding better feasible solutions for benchmark instances from the literature. The Bandwidth Coloring Problem (BCP) is a generalization of the classic vertex coloring problem (VCP), where, given a graph, its vertices must be colored such that not only adjacent ones do not share the same color, but also their colors must be separated by a minimum given value. BCP is further generalized to the Bandwidth Multicoloring Problem (BMCP), where each vertex can receive more than one different color, also subject to separation constraints. BMCP is used to model the Minimum Span Channel Assignment Problem (MS-CAP), which arises in the planning of telecommunication networks. Research on algorithmic strategies to solve these problems focus mainly on heuristic approaches and the performance of such methods is tested on artificial and real scenarios benchmarks, such as GEOM, Philadelphia and Helsinki sets. We achieve optimal solutions or provide better upper bounds for these well-known instances, We also compare the effects of multicoloring demands on the performance of each exact solution approach, based on empirical analysis."
Vertex coloring of a graph,Goksen Bacak,2004.0,,5,https://www.semanticscholar.org/paper/fe71b81082ecf4ff71d7b8db468858d4967c1a40,
A heuristic algorithm for the set T-coloring problem,"Maya Satratzemi, Michael Tsouros",2004.0,"Proceedings. 2004 International Conference on Information and Communication Technologies: From Theory to Applications, 2004.",5,https://www.semanticscholar.org/paper/18315038e43d7e6a638b5a6183a48471ec609950,
Heuristic approach to task scheduling: `weight' and `improve' algorithms,"Dolev Rafaeli, D. Mahalel, J. Prashker",1993.0,,5,https://www.semanticscholar.org/paper/79f973f364bb7e93e6339b4d4642f390721e13aa,
Solving the Satisfiability Problem of Modal Logic S5 Guided by Graph Coloring,"Pei-Pei Huang, Minghao Liu, Ping Wang, Wenhui Zhang, Feifei Ma, Jian Zhang",2019.0,International Joint Conference on Artificial Intelligence,5,https://www.semanticscholar.org/paper/d00058499d4cd4b2bb714c066cd1def05c84c563,"Modal logic S5 has found various applications in artificial intelligence. With the advances in modern SAT solvers, SAT-based approach has shown great potential in solving the satisfiability problem of S5. The scale of the SAT encoding for S5 is strongly influenced by the upper bound on the number of possible worlds. In this paper, we present a novel SAT-based approach for S5 satisfiability problem. We show a normal form for S5 formulas. Based on this normal form, a conflict graph can be derived whose chromatic number provides an upper bound of the possible worlds and a lot of unnecessary search spaces can be eliminated in this process. A heuristic graph coloring algorithm is adopted to balance the efficiency and optimality. The number of possible worlds can be significantly reduced for many practical instances. Extensive experiments demonstrate that our approach outperforms state-of-the-art S5-SAT solvers."
Bounds on spectrum graph coloring,"David Orden, Iván Marsa-Maestre, J. M. Giménez-Guzmán, Enrique de la Hoz",2016.0,Electron. Notes Discret. Math.,5,https://www.semanticscholar.org/paper/e11950e43ea69ea5a33714b23e8d860aaf547094,
An optimistic and conservative register assignment heuristic for chordal graphs,"P. Brisk, A. K. Verma, P. Ienne",2007.0,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",5,https://www.semanticscholar.org/paper/c188669befe2eedbaa3011d12bba66e6769d3d9c,
Solution of maximum clique problem by using branch and bound method,"M. Suyudi, I. Mohd, M. Mamat, Sudrajat Sopiyan, Asep K. Supriatna",2014.0,,5,https://www.semanticscholar.org/paper/7b285bcaa53709c7adbada99bfe09ed01a199b67,
Constructing population of initial solutions for curriculum-based course timetabling problem,"J. Wahid, N. Hussin",2012.0,International Conference on Innovation Management and Technology Research,5,https://www.semanticscholar.org/paper/4f131957bd37c7329c02265b4fd3ef8ee3d424e1,
Position-Guided Tabu Search Algorithm for the Graph Coloring Problem,"D. Porumbel, Jin-Kao Hao, P. Kuntz",2009.0,Learning and Intelligent Optimization,5,https://www.semanticscholar.org/paper/f9f254d2512bde430484ce81805195afaddff9a9,"A very undesirable behavior of any heuristic algorithm is to be stuck in some specific parts of the search space, in particular in the basins of attraction of the local optima. While there are many well-studied methods to help the search process escape a basin of attraction, it seems more difficult to prevent it from looping between a limited number of basins of attraction. We introduce a Position Guided Tabu Search (PGTS) heuristic that, besides avoiding local optima, also avoids re-visiting candidate solutions in previously visited regions. A learning process, based on a metric of the search space, guides the Tabu Search toward yet unexplored regions. The results of PGTS for the graph coloring problem are competitive. It significantly improves the results of the basic Tabu Search for almost all tested difficult instances from the DIMACS Challenge Benchmark and it matches most of the best results from the literature."
Application of Genetic Algorithm on Inclusive Labeling of a Graph,"Kiswara Agung Santoso, Bagus Setiawan, Kusbudiono Kusbudiono",2022.0,InPrime Indonesian Journal of Pure and Applied Mathematics,5,https://www.semanticscholar.org/paper/8bd0b36bfca204ef6c5c19b8d656f8c1b9edd472,"AbstractAs science developed, heuristic methods began to be used in graph coloring. Heuristic methods that have been used for graph coloring include Genetic Algorithm, Tabu Search, and Ant Colony Algorithm. A Genetic Algorithm is a method for solving optimization problems. In this study, the Genetic Algorithm will be used for the issue of labeling irregular vertices of inclusive distances to label any graph inclusively. We restrict an inclusive 1-distance to a simple graph using one-point crossover and mutation. The steps are a generation of random chromosomes, evaluating chromosome fitness values with tournament selection, conducting an evolutionary process consisting of one-point crossover and mutation, repeating the process until the termination criteria are met. The results of implementing the genetic algorithm on inclusive labeling can be determined by the chromatic number based on the adjacency matrix. The results of this labeling can be used as an alternative solution to the problem of inclusive labeling.Keywords: Genetic Algorithm; graph labeling; inclusive labeling. AbstrakSeiring berkembangnya ilmu pengetahuan metode heuristic mulai digunakan dalam pewarnaan graf. Metode heuristic yang telah digunakan untuk pewarnaan graf antara lain Algoritma Genetika, Tabu Search, dan Algoritma Semut (Ant Colony). Algoritma Genetika merupakan metode untuk menyelesaikan masalah optimasi. Pada penelitian ini, Algoritma Genetika digunakan untuk masalah pelabelan titik tak-teratur jarak inclusive agar dapat melabeli sebarang graf secara inclusive. Kami membatasi lingkup penelitian dengan menerapkan jarak inclusive 1 pada graf sederhana, menggunakan crossover satu titik dan mutasi. Metode yang digunakan dalam penelitian ini adalah studi literatur dengan mengkaji penggunaan Algoritma Genetika pada pelabelan titik tak-teratur jarak inclusive suatu graf. Langkah-langkah yang dilakukan adalah: pembangkitan kromosom secara acak, evaluasi nilai fitness kromosom dengan tournament selection, melakukan proses evolusi yang terdiri dari crossover satu titik dan mutasi, perulangan proses sampai kriteria pemerhentian terpenuhi. Hasil implementasi algoritma genetika pada pelabelan inclusive adalah dapat mengetahui bilangan kromatik berdasarkan matriks adjacency. Hasil pelabelan ini dapat dijadikan sebagai salah satu alternatif penyelesaian masalah pelabelan inklusif. Kata Kunci : Algoritma Genetika; pelabelan graf; pelabelan inklusif."
Improper Filter Reduction,"Fatemeh Zahra Saberifar, Ali Mohades, M. Razzazi, J. O’Kane",2017.0,International Symposium on Algorithms and Computation,5,https://www.semanticscholar.org/paper/b81dff4502d4f24ede91a8d5fecf3b715647a27f,"Combinatorial filters have been the subject of increasing interest from the robotics community in recent years. This paper considers automatic reduction of combinatorial filters to a given size, even if that reduction necessitates changes to the filter's behavior. We introduce an algorithmic problem called improper filter reduction, in which the input is a combinatorial filter F along with an integer k representing the target size. The output is another combinatorial filter F' with at most k states, such that the difference in behavior between F and F' is minimal. We present two metrics for measuring the distance between pairs of filters, describe dynamic programming algorithms for computing these distances, and show that improper filter reduction is NP-hard under these metrics. We then describe two heuristic algorithms for improper filter reduction, one greedy sequential approach, and one randomized global approach based on prior work on weighted improper graph coloring. We have implemented these algorithms and analyze the results of three sets of experiments."
Hybrid local search algorithms on Graph Coloring Problem,"Çağrı Yeşil, Buse Yilmaz, E. E. Korkmaz",2011.0,International Conference on Health Information Science,5,https://www.semanticscholar.org/paper/4529fa53704faf32b6fbdb3e66a1b54a7ddf3d82,
Koala graph coloring library: An open graph coloring library for real-world applications,"T. Dobrowolski, D. Dereniowski, L. Kuszner",2008.0,International Conference on Information Technology,5,https://www.semanticscholar.org/paper/32eaf9c943fb1027efd0cef05e2f7bfd8771367a,
An Automatically Designed Recombination Heuristic for the Test-Assignment Problem,"M. D. Souza, M. Ritt",2018.0,IEEE Congress on Evolutionary Computation,5,https://www.semanticscholar.org/paper/de5f098a6113208eb965994a38d227a1a6659fa2,"A way of minimizing the opportunity of cheating in exams is to assign different tests to students. The likelihood of cheating then depends on the proximity of the students' desks, and the similarity of the tests. The test-assignment problem is to find an assignment of tests to desks that minimizes that total likelihood of cheating. The problem is a variant of a graph coloring problem and is NP-hard. We propose a new heuristic solution for this problem. Our approach differs from the usual way of designing heuristics in two ways. First, we reduce test-assignment to the more general unconstrained binary quadratic programming. Second, we search for a good heuristic using an automatic algorithm configuration tool that evolves heuristics in a space of algorithms built from known components for binary quadratic programming. The best hybrid heuristics found repeatedly recombine elements of a population of elite solutions and improve them by a tabu search. Computational tests suggest that the resulting algorithms are competitive with existing heuristics that have been designed manually."
AN EDGE COLORING HEURISTIC BASED ON VIZING'S THEOREM,T. Januario,2012.0,,5,https://www.semanticscholar.org/paper/af3df2241b07b697ff46a50e7e2624967406cdb3,
Smart Pilot Assignment for IoT in Massive MIMO Systems: A Path Towards Scalable IoT Infrastructure,"Muhammad Kamran Saeed, Ashfaq Khokhar",2024.0,ICC 2024 - IEEE International Conference on Communications,5,https://www.semanticscholar.org/paper/4ad77cf0fa0bbb784a458960c6031ea7b4dbf2e4,"5G sets the foundation for an era of creativity with its faster speeds, increased data throughput, reduced latency, and enhanced IoT connectivity, all enabled by Massive MIMO (M-MIMO) technology. M-MIMO boosts network efficiency and enhances user experience by employing intelligent user scheduling. This paper presents a user scheduling scheme and pilot assignment strategy designed for IoT devices, emphasizing mitigating pilot contamination, a key obstacle to improving spectral efficiency (SE) and system scalability in M-MIMO networks. We utilize a user clustering-based pilot allocation scheme to boost IoT device scalability in M-MIMO systems. Additionally, our smart pilot allocation minimizes interference and enhances SE by treating pilot assignment as a graph coloring problem, optimizing it through integer linear programming (ILP). Recognizing the computational complexity of ILP, we introduced a binary search-based heuristic predicated on interference threshold to expedite the computation, while maintaining a near-optimal solution. The simulation results show a significant decrease in the required pilot overhead (about 17%), and substantial enhancement in SE (about 8-14%)."
Some Methods of Solving the NP-difficult Problem of Optimal Schedule for the University,"A. Diveev, O. V. Bobr, D. Kazaryan, O. Hussein",2019.0,Procedia Computer Science,4,https://www.semanticscholar.org/paper/2352f5b6680d1af52e97a6f45c111f597a2ce344,"Abstract The task of an optimal scheduling of training sessions is a combinatorial type problem, and its characteristic feature is a large dimension. In addition, the task is complicated by the presence of a large number of complex shape constraints. At present, there are no universal methods for solving such problems. Classical scheduling theory includes only a narrow circle of well-formalized problems that are usually reduced to the task of a salesman, transportation, etc. Direct application of the methods to the problem of scheduling training sessions is not possible. However, there are a number of heuristic and brute force methods that are quite amenable to programming. This article presents an analysis of some existing approaches to solve the problem of scheduling such as: replacement method, graph coloring method, intelligent method, genetic algorithm. The advantages and disadvantages of each of them are highlighted. It is concluded that the problem of scheduling refers to the class of discrete optimization with a finite set of alternatives. The task of scheduling is complicated by multi-criteria. It is concluded that it is necessary to apply an integrated approach that takes into account the advantages of the considered methods of this work to solve the problem."
